16:46:00:287[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:37:501[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:38:583[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:38:583[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:38:583[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:39:509[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:39:509[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:39:509[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:40:611[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:40:611[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:40:611[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:41:655[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:41:655[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:41:655[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:42:636[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:42:637[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:42:637[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:43:554[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:43:554[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:43:554[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:44:785[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:44:786[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:44:786[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:45:767[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:45:768[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:45:768[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:46:748[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:46:749[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:46:749[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:47:794[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:47:794[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:47:794[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:48:713[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:48:714[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:48:714[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:49:822[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:49:822[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:49:822[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:50:987[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:50:987[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:50:987[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:52:155[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:52:155[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:52:155[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:52:982[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:52:983[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:52:983[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:54:029[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:54:030[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:54:030[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:55:160[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:55:160[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:55:160[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:56:320[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:56:320[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:56:320[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:57:428[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:57:428[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:57:428[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:58:493[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:58:493[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:58:493[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
16:46:59:407[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Node -1 disconnected.
16:46:59:408[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Connection to node -1 (/127.0.0.1:9092) could not be established. Broker may not be available.
16:46:59:408[org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-fintech-group-1, groupId=fintech-group] Bootstrap broker 127.0.0.1:9092 (id: -1 rack: null) disconnected
